Observation_ID,Date,Year,Month,Glacier_Name,Himalayan_Basin_Range,State_or_UT,Elevation_m_asl,Ambient_Air_Temp_C,Ice_Surface_Temp_C,Solar_Irradiance_W_m2,Surface_Albedo,Debris_Cover_Thickness_cm,Daily_Liquefaction_Melt_cm_we,Annual_Terminus_Retreat_m_yr,Net_Annual_Mass_Balance_m_we_yr,Glacial_Lake_Volume_10k_m3,Proglacial_Discharge_m3_s,GLOF_Susceptibility_Class
HIM-GL-MELT-007862,2021-07-01,2021,July,Machoi Glacier,Great Himalaya,Jammu & Kashmir,3765,9.8,0.0,623.3,0.34,11.4,5.43,22.2,-1.2,141.7,20.6,Moderate Risk
HIM-GL-MELT-007863,2022-07-21,2022,July,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4280,8.9,0.0,641.2,0.22,15.0,3.16,24.5,-1.29,283.1,13.1,Moderate Risk
HIM-GL-MELT-007864,2020-09-06,2020,September,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4105,8.4,0.0,808.1,0.34,5.6,9.63,24.9,-0.88,420.5,38.0,High Risk
HIM-GL-MELT-007865,2026-07-16,2026,July,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,4613,3.6,-0.3,659.3,0.34,4.7,5.18,29.8,-1.49,158.5,19.2,Moderate Risk
HIM-GL-MELT-007866,2023-05-16,2023,May,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4533,4.5,-0.4,695.7,0.43,4.0,6.4,28.1,-1.47,158.8,25.0,Moderate Risk
HIM-GL-MELT-007867,2019-08-31,2019,August,Zemu Glacier,Kanchenjunga Massif,Sikkim,4428,8.5,0.0,730.0,0.23,13.9,3.89,28.7,-1.3,332.7,17.0,Moderate Risk
HIM-GL-MELT-007868,2020-05-07,2020,May,South Lhonak Glacier,North Sikkim Basin,Sikkim,5463,-1.6,-2.1,590.6,0.36,6.9,0.9,36.0,-1.39,1525.4,14.4,High Risk
HIM-GL-MELT-007869,2026-09-24,2026,September,Zemu Glacier,Kanchenjunga Massif,Sikkim,4546,5.6,0.0,578.1,0.37,4.3,6.48,36.4,-1.62,559.6,28.7,High Risk
HIM-GL-MELT-007870,2024-10-06,2024,October,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4936,0.1,-0.8,560.4,0.3,9.4,2.16,23.0,-1.3,433.1,9.3,Low Risk / Monitored
HIM-GL-MELT-007871,2024-07-05,2024,July,Zemu Glacier,Kanchenjunga Massif,Sikkim,4672,4.9,-0.0,730.8,0.35,4.7,7.39,38.2,-1.88,464.7,32.2,High Risk
HIM-GL-MELT-007872,2018-08-23,2018,August,Drang-Drung Glacier,Zanskar Range,Ladakh,4474,5.2,-0.4,629.2,0.21,20.8,1.7,22.1,-0.95,113.4,7.9,Low Risk / Monitored
HIM-GL-MELT-007873,2025-08-21,2025,August,Zemu Glacier,Kanchenjunga Massif,Sikkim,4406,7.6,0.0,494.9,0.34,7.6,6.44,25.0,-1.32,573.1,30.2,High Risk
HIM-GL-MELT-007874,2022-06-01,2022,June,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4462,3.5,-0.1,628.0,0.35,10.8,2.97,31.1,-1.33,561.8,19.7,High Risk
HIM-GL-MELT-007875,2023-08-13,2023,August,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4240,11.1,0.0,914.2,0.33,6.9,10.49,28.0,-1.05,904.7,48.6,Very High (Critical Alert)
HIM-GL-MELT-007876,2026-05-25,2026,May,Drang-Drung Glacier,Zanskar Range,Ladakh,4419,3.7,-0.9,537.6,0.41,5.7,4.84,18.9,-0.86,164.1,20.6,Moderate Risk
HIM-GL-MELT-007877,2019-06-22,2019,June,South Lhonak Glacier,North Sikkim Basin,Sikkim,5172,2.9,-0.8,615.8,0.47,1.2,4.13,34.6,-1.4,1437.7,25.7,High Risk
HIM-GL-MELT-007878,2022-07-20,2022,July,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,4840,3.7,0.0,806.3,0.29,6.7,6.24,24.8,-1.25,131.7,25.2,Moderate Risk
HIM-GL-MELT-007879,2018-05-25,2018,May,Rathong Glacier,West Sikkim,Sikkim,4532,5.0,-0.4,494.8,0.31,13.4,2.61,23.7,-0.97,338.1,11.7,Low Risk / Monitored
HIM-GL-MELT-007880,2022-06-02,2022,June,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4317,5.4,0.0,668.7,0.23,14.2,3.02,27.5,-1.1,131.6,12.2,Moderate Risk
HIM-GL-MELT-007881,2020-05-30,2020,May,Machoi Glacier,Great Himalaya,Jammu & Kashmir,4105,6.3,-0.2,653.1,0.37,6.7,6.72,17.7,-0.79,158.7,26.5,Moderate Risk
HIM-GL-MELT-007882,2026-06-05,2026,June,Zemu Glacier,Kanchenjunga Massif,Sikkim,4564,6.5,-0.1,661.2,0.25,16.3,1.96,34.7,-1.33,374.0,10.9,Low Risk / Monitored
HIM-GL-MELT-007883,2022-07-26,2022,July,South Lhonak Glacier,North Sikkim Basin,Sikkim,5152,2.2,0.0,840.4,0.15,16.3,1.32,36.8,-1.52,1634.4,17.8,High Risk
HIM-GL-MELT-007884,2023-08-31,2023,August,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3850,13.0,0.0,597.3,0.32,9.1,8.97,26.6,-1.29,145.9,35.8,Moderate Risk
HIM-GL-MELT-007885,2025-06-13,2025,June,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,5025,2.4,-0.5,789.4,0.3,12.5,2.99,25.6,-1.4,313.4,11.7,Moderate Risk
HIM-GL-MELT-007886,2026-06-17,2026,June,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,4929,2.6,-1.1,717.8,0.29,6.8,4.59,29.4,-1.19,169.7,18.4,Moderate Risk
HIM-GL-MELT-007887,2022-10-05,2022,October,Parkachik Glacier,Zanskar Range,Ladakh,4210,5.4,-0.1,649.5,0.35,0.9,5.8,20.5,-0.99,169.6,25.6,Moderate Risk
HIM-GL-MELT-007888,2022-05-13,2022,May,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,4136,6.3,0.0,795.2,0.35,13.5,3.38,23.6,-1.24,109.4,13.2,Moderate Risk
HIM-GL-MELT-007889,2018-09-21,2018,September,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,5011,-0.4,-0.9,621.2,0.3,3.5,3.0,21.5,-0.95,114.0,12.5,Moderate Risk
HIM-GL-MELT-007890,2018-07-30,2018,July,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4806,4.1,0.0,546.8,0.31,11.4,2.98,24.0,-0.9,357.8,14.1,Moderate Risk
HIM-GL-MELT-007891,2023-10-01,2023,October,Drang-Drung Glacier,Zanskar Range,Ladakh,4820,4.3,0.0,548.4,0.27,11.2,3.47,21.0,-1.13,138.6,12.5,Moderate Risk
HIM-GL-MELT-007892,2018-10-12,2018,October,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,4988,-0.9,-0.9,862.0,0.35,5.3,3.33,22.2,-1.0,135.3,14.1,Moderate Risk
HIM-GL-MELT-007893,2022-09-08,2022,September,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4915,-0.0,-1.2,752.8,0.24,12.9,1.6,29.1,-1.35,350.0,9.9,Low Risk / Monitored
HIM-GL-MELT-007894,2018-10-01,2018,October,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4698,5.8,0.0,610.4,0.32,7.6,5.84,17.9,-0.83,243.3,22.8,High Risk
HIM-GL-MELT-007895,2023-09-20,2023,September,Siachen Glacier,Karakoram,Ladakh,5406,-1.4,-1.2,535.7,0.34,3.4,1.41,18.8,-0.95,22.4,7.8,Low Risk / Monitored
HIM-GL-MELT-007896,2022-07-05,2022,July,Siachen Glacier,Karakoram,Ladakh,5100,3.6,-0.6,826.9,0.27,11.8,3.55,16.6,-1.06,29.7,12.6,Low Risk / Monitored
HIM-GL-MELT-007897,2019-05-28,2019,May,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,3766,10.5,0.0,797.0,0.36,9.9,7.13,19.5,-0.95,266.6,30.6,High Risk
HIM-GL-MELT-007898,2021-09-02,2021,September,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4734,4.2,0.0,685.8,0.28,15.6,1.7,23.0,-0.99,390.2,9.3,Low Risk / Monitored
HIM-GL-MELT-007899,2023-10-13,2023,October,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4426,3.5,0.0,644.0,0.3,13.1,2.66,18.7,-0.99,493.7,15.0,Low Risk / Monitored
HIM-GL-MELT-007900,2023-07-19,2023,July,Parkachik Glacier,Zanskar Range,Ladakh,4804,5.6,-0.3,810.2,0.2,17.6,1.47,23.6,-0.99,71.8,5.3,Low Risk / Monitored
HIM-GL-MELT-007901,2022-09-09,2022,September,Milam Glacier,Goriganga Basin,Uttarakhand,4253,8.2,0.0,870.5,0.25,5.5,9.6,24.0,-1.22,390.3,38.6,High Risk
HIM-GL-MELT-007902,2024-07-10,2024,July,Milam Glacier,Goriganga Basin,Uttarakhand,3962,10.4,0.0,600.7,0.29,2.4,11.42,26.6,-0.93,547.9,49.2,High Risk
HIM-GL-MELT-007903,2019-06-13,2019,June,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4614,4.9,-0.0,623.8,0.24,21.2,1.47,17.9,-0.72,249.2,6.9,Low Risk / Monitored
HIM-GL-MELT-007904,2019-08-27,2019,August,Pindari Glacier,Kumaon Himalaya,Uttarakhand,3914,11.2,0.0,770.3,0.38,6.5,9.68,26.6,-1.11,143.8,37.9,Moderate Risk
HIM-GL-MELT-007905,2018-06-15,2018,June,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4720,3.8,-0.1,656.5,0.36,3.0,6.74,23.8,-1.19,267.2,28.6,High Risk
HIM-GL-MELT-007906,2023-07-23,2023,July,Pindari Glacier,Kumaon Himalaya,Uttarakhand,3872,11.9,0.0,769.4,0.29,15.0,3.82,30.1,-1.33,139.6,14.6,Moderate Risk
HIM-GL-MELT-007907,2024-05-25,2024,May,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,3908,6.6,-0.1,973.0,0.37,17.2,1.82,26.4,-1.17,383.8,12.1,Low Risk / Monitored
HIM-GL-MELT-007908,2019-08-04,2019,August,South Lhonak Glacier,North Sikkim Basin,Sikkim,5118,4.0,0.0,575.2,0.4,1.6,4.73,35.3,-1.38,976.3,24.8,High Risk
HIM-GL-MELT-007909,2023-05-13,2023,May,Pindari Glacier,Kumaon Himalaya,Uttarakhand,4087,5.3,0.0,573.7,0.35,4.9,6.79,32.7,-1.4,132.9,27.9,Moderate Risk
HIM-GL-MELT-007910,2022-09-02,2022,September,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4441,2.9,0.0,723.9,0.35,3.9,6.14,31.3,-1.1,890.3,30.0,High Risk
HIM-GL-MELT-007911,2026-07-08,2026,July,Machoi Glacier,Great Himalaya,Jammu & Kashmir,4427,11.6,0.0,640.5,0.37,4.9,11.3,25.8,-1.59,176.7,45.6,Moderate Risk
HIM-GL-MELT-007912,2024-06-19,2024,June,Zemu Glacier,Kanchenjunga Massif,Sikkim,4095,11.1,0.0,593.4,0.38,3.7,11.73,32.7,-1.7,399.9,48.7,High Risk
HIM-GL-MELT-007913,2023-05-13,2023,May,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4752,1.9,-0.5,527.0,0.41,5.7,3.15,21.6,-0.74,376.0,14.5,Moderate Risk
HIM-GL-MELT-007914,2023-09-16,2023,September,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5327,1.2,-0.8,838.1,0.38,7.3,3.92,28.4,-0.93,143.6,15.0,Moderate Risk
HIM-GL-MELT-007915,2026-10-12,2026,October,Rathong Glacier,West Sikkim,Sikkim,4737,3.0,0.0,966.0,0.33,5.1,6.66,36.1,-1.72,359.2,27.4,High Risk
HIM-GL-MELT-007916,2026-06-29,2026,June,Pindari Glacier,Kumaon Himalaya,Uttarakhand,4201,11.1,0.0,632.3,0.28,14.8,3.63,25.1,-1.44,162.0,14.4,Moderate Risk
HIM-GL-MELT-007917,2023-06-01,2023,June,Rathong Glacier,West Sikkim,Sikkim,4702,3.9,-0.7,669.7,0.37,12.0,2.62,33.0,-1.16,360.6,12.3,Low Risk / Monitored
HIM-GL-MELT-007918,2022-05-18,2022,May,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4037,5.7,0.0,818.5,0.41,1.2,7.16,24.0,-1.03,302.5,30.0,High Risk
HIM-GL-MELT-007919,2022-08-01,2022,August,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3382,15.1,0.0,662.2,0.31,5.3,13.28,22.7,-1.16,158.7,53.9,Moderate Risk
HIM-GL-MELT-007920,2022-09-25,2022,September,Drang-Drung Glacier,Zanskar Range,Ladakh,4881,4.8,-0.2,545.6,0.24,16.1,1.43,16.9,-0.78,122.2,7.0,Low Risk / Monitored
HIM-GL-MELT-007921,2023-06-13,2023,June,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4566,5.7,0.0,767.1,0.34,7.1,6.06,33.1,-1.35,723.3,30.1,High Risk
HIM-GL-MELT-007922,2021-10-11,2021,October,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5322,-2.0,-2.0,457.3,0.35,3.4,0.42,23.1,-1.09,156.1,2.5,Low Risk / Monitored
HIM-GL-MELT-007923,2026-06-06,2026,June,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4286,7.1,0.0,691.0,0.35,5.7,7.73,31.7,-1.62,522.1,32.9,High Risk
HIM-GL-MELT-007924,2022-10-08,2022,October,Changme Khangpu Glacier,Tista Basin,Sikkim,5244,-2.0,-0.6,517.0,0.28,9.1,0.29,25.1,-1.29,345.8,4.0,Low Risk / Monitored
HIM-GL-MELT-007925,2025-09-04,2025,September,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,4933,2.7,-0.5,636.1,0.26,12.4,2.43,28.3,-1.38,213.0,12.1,Low Risk / Monitored
HIM-GL-MELT-007926,2022-05-19,2022,May,Drang-Drung Glacier,Zanskar Range,Ladakh,4640,3.3,-0.7,796.4,0.3,10.2,3.9,17.6,-1.31,121.5,16.6,Moderate Risk
HIM-GL-MELT-007927,2024-05-31,2024,May,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4321,9.2,0.0,817.1,0.33,6.8,9.15,31.8,-1.45,149.7,34.4,Moderate Risk
HIM-GL-MELT-007928,2021-08-14,2021,August,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4568,9.2,0.0,608.1,0.38,1.1,7.66,23.7,-1.15,127.4,31.3,Moderate Risk
HIM-GL-MELT-007929,2023-05-22,2023,May,South Lhonak Glacier,North Sikkim Basin,Sikkim,5389,-0.5,-0.5,695.6,0.33,6.3,2.28,37.1,-1.56,1564.3,21.0,High Risk
HIM-GL-MELT-007930,2022-08-30,2022,August,Zemu Glacier,Kanchenjunga Massif,Sikkim,4288,7.7,0.0,722.8,0.27,18.3,1.78,31.9,-1.34,309.6,8.3,Low Risk / Monitored
HIM-GL-MELT-007931,2021-09-06,2021,September,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4667,7.3,0.0,583.4,0.31,1.2,7.39,25.0,-1.18,355.0,32.2,High Risk
HIM-GL-MELT-007932,2025-06-23,2025,June,Machoi Glacier,Great Himalaya,Jammu & Kashmir,3933,12.9,0.0,718.5,0.32,19.9,2.89,29.6,-1.36,167.2,11.3,Moderate Risk
HIM-GL-MELT-007933,2019-09-25,2019,September,Changme Khangpu Glacier,Tista Basin,Sikkim,4861,0.5,-0.9,570.0,0.38,5.1,2.79,19.9,-1.14,391.9,13.2,Low Risk / Monitored
HIM-GL-MELT-007934,2022-06-27,2022,June,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4199,10.8,0.0,644.0,0.4,9.3,7.66,26.6,-1.16,751.2,35.0,Very High (Critical Alert)
HIM-GL-MELT-007935,2020-10-09,2020,October,Milam Glacier,Goriganga Basin,Uttarakhand,4443,3.7,-0.7,557.5,0.27,5.7,5.02,21.6,-1.27,239.4,21.3,High Risk
HIM-GL-MELT-007936,2025-07-09,2025,July,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4146,5.6,-0.3,787.3,0.24,10.9,4.83,25.7,-1.09,147.2,20.1,Moderate Risk
HIM-GL-MELT-007937,2020-07-01,2020,July,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4032,10.6,0.0,504.8,0.44,1.3,8.73,27.0,-0.97,422.0,37.5,High Risk
HIM-GL-MELT-007938,2023-05-03,2023,May,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4282,3.9,-0.1,589.4,0.35,8.5,4.05,25.6,-1.02,444.5,18.2,Moderate Risk
HIM-GL-MELT-007939,2019-08-07,2019,August,Milam Glacier,Goriganga Basin,Uttarakhand,3800,11.4,0.0,854.5,0.28,8.2,9.94,17.3,-0.77,400.4,41.1,High Risk
HIM-GL-MELT-007940,2022-06-14,2022,June,Rathong Glacier,West Sikkim,Sikkim,4895,3.1,-0.1,784.4,0.43,6.7,4.73,31.1,-1.22,276.7,19.8,High Risk
HIM-GL-MELT-007941,2025-09-20,2025,September,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4635,2.4,-0.6,512.6,0.36,1.3,3.87,26.9,-1.32,162.6,16.7,Moderate Risk
HIM-GL-MELT-007942,2019-05-17,2019,May,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4059,9.3,0.0,605.1,0.32,4.9,9.3,27.8,-1.38,335.1,37.2,Very High (Critical Alert)
HIM-GL-MELT-007943,2024-09-19,2024,September,Parkachik Glacier,Zanskar Range,Ladakh,4516,6.9,0.0,821.0,0.32,9.4,6.02,22.4,-1.45,162.5,23.4,Moderate Risk
HIM-GL-MELT-007944,2020-05-04,2020,May,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5264,-2.0,-1.5,723.1,0.33,9.0,1.64,18.2,-0.89,106.9,7.4,Low Risk / Monitored
HIM-GL-MELT-007945,2022-05-11,2022,May,Milam Glacier,Goriganga Basin,Uttarakhand,4318,3.7,-0.4,691.7,0.3,7.8,4.87,34.0,-1.6,436.6,22.3,High Risk
HIM-GL-MELT-007946,2023-07-31,2023,July,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5134,5.0,0.0,637.9,0.3,5.2,7.14,28.1,-1.21,165.4,29.4,Moderate Risk
HIM-GL-MELT-007947,2023-09-19,2023,September,Machoi Glacier,Great Himalaya,Jammu & Kashmir,3968,8.7,0.0,446.6,0.3,4.3,9.14,28.0,-1.16,161.9,36.7,Moderate Risk
HIM-GL-MELT-007948,2023-06-08,2023,June,Rathong Glacier,West Sikkim,Sikkim,4683,4.3,-0.7,649.0,0.37,5.9,6.15,32.1,-1.49,398.5,29.7,High Risk
HIM-GL-MELT-007949,2023-06-11,2023,June,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4581,3.9,-0.0,577.8,0.42,4.5,5.7,22.0,-1.21,403.1,28.0,High Risk
HIM-GL-MELT-007950,2021-08-02,2021,August,Changme Khangpu Glacier,Tista Basin,Sikkim,4763,6.2,0.0,687.0,0.23,15.9,2.0,27.3,-1.24,489.1,11.1,Low Risk / Monitored
HIM-GL-MELT-007951,2022-05-05,2022,May,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4516,4.1,0.0,768.6,0.32,7.3,5.71,22.6,-1.38,86.3,23.9,Moderate Risk
HIM-GL-MELT-007952,2018-06-21,2018,June,Parkachik Glacier,Zanskar Range,Ladakh,4168,9.8,0.0,738.3,0.38,4.0,11.16,16.2,-0.78,88.6,44.1,Moderate Risk
HIM-GL-MELT-007953,2024-09-26,2024,September,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4679,2.3,-0.1,698.7,0.27,9.1,3.23,34.4,-1.41,1041.0,22.5,High Risk
HIM-GL-MELT-007954,2025-06-13,2025,June,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4293,7.8,0.0,771.6,0.4,6.1,7.98,18.4,-1.13,138.6,31.3,Moderate Risk
HIM-GL-MELT-007955,2020-08-22,2020,August,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4167,6.0,0.0,674.7,0.3,7.4,6.66,22.3,-0.98,396.8,28.0,High Risk
HIM-GL-MELT-007956,2020-09-29,2020,September,Rathong Glacier,West Sikkim,Sikkim,4467,4.0,0.0,911.3,0.34,0.6,5.84,27.4,-1.2,397.6,25.3,High Risk
HIM-GL-MELT-007957,2018-09-04,2018,September,Rathong Glacier,West Sikkim,Sikkim,4445,5.8,-0.0,754.3,0.28,6.9,6.73,26.6,-1.28,212.9,26.9,High Risk
HIM-GL-MELT-007958,2026-08-24,2026,August,Pindari Glacier,Kumaon Himalaya,Uttarakhand,4107,8.9,0.0,603.5,0.36,7.4,7.7,32.2,-1.57,148.3,31.4,Moderate Risk
HIM-GL-MELT-007959,2024-09-25,2024,September,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4003,10.0,0.0,494.3,0.26,16.3,2.32,19.5,-0.97,336.8,12.8,Low Risk / Monitored
HIM-GL-MELT-007960,2021-07-07,2021,July,Drang-Drung Glacier,Zanskar Range,Ladakh,4593,5.3,0.0,732.1,0.36,7.1,6.27,18.6,-1.05,134.4,24.8,Moderate Risk
HIM-GL-MELT-007961,2022-06-16,2022,June,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3817,12.4,0.0,633.9,0.36,8.7,9.01,23.1,-1.02,165.4,35.7,Moderate Risk
HIM-GL-MELT-007962,2021-09-04,2021,September,Drang-Drung Glacier,Zanskar Range,Ladakh,4851,4.9,0.0,767.6,0.37,2.2,7.33,17.7,-0.95,171.5,31.3,Moderate Risk
HIM-GL-MELT-007963,2023-06-04,2023,June,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4472,2.0,-1.1,862.6,0.41,2.1,5.18,25.5,-1.45,141.0,21.5,Moderate Risk
HIM-GL-MELT-007964,2024-05-06,2024,May,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4120,4.8,0.0,784.7,0.34,8.4,5.69,34.6,-1.86,865.2,29.4,High Risk
HIM-GL-MELT-007965,2022-08-24,2022,August,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4116,9.8,0.0,634.2,0.28,6.1,9.43,25.6,-1.15,813.9,41.8,Very High (Critical Alert)
HIM-GL-MELT-007966,2025-06-21,2025,June,Drang-Drung Glacier,Zanskar Range,Ladakh,4675,5.0,0.0,590.5,0.44,3.2,6.33,20.2,-0.86,128.3,23.4,Moderate Risk
HIM-GL-MELT-007967,2023-08-18,2023,August,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,5073,3.4,-0.9,540.2,0.32,6.5,4.47,31.1,-1.2,162.6,20.7,Moderate Risk
HIM-GL-MELT-007968,2019-06-15,2019,June,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4506,5.4,0.0,675.0,0.42,3.0,7.34,23.1,-1.1,254.5,27.6,High Risk
HIM-GL-MELT-007969,2023-09-14,2023,September,Pindari Glacier,Kumaon Himalaya,Uttarakhand,4057,9.0,0.0,759.9,0.36,10.7,6.03,30.8,-1.54,131.4,25.1,Moderate Risk
HIM-GL-MELT-007970,2022-05-23,2022,May,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4231,5.8,0.0,897.6,0.37,3.1,8.82,22.3,-1.1,155.2,32.4,Moderate Risk
HIM-GL-MELT-007971,2026-09-08,2026,September,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4892,3.1,0.0,813.9,0.32,2.8,6.39,28.5,-1.27,571.4,28.3,High Risk
HIM-GL-MELT-007972,2022-09-04,2022,September,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,5074,4.6,0.0,889.7,0.29,11.9,4.07,29.2,-1.42,71.7,16.1,Moderate Risk
HIM-GL-MELT-007973,2022-05-09,2022,May,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4475,4.2,0.0,770.3,0.38,7.2,6.09,24.8,-1.17,381.2,27.9,High Risk
HIM-GL-MELT-007974,2023-06-22,2023,June,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4330,3.6,-0.2,774.0,0.2,11.3,3.84,26.0,-1.39,170.0,16.2,Moderate Risk
HIM-GL-MELT-007975,2023-06-17,2023,June,Milam Glacier,Goriganga Basin,Uttarakhand,4291,4.9,0.0,547.0,0.35,11.5,3.75,24.2,-1.09,391.3,16.1,Moderate Risk
HIM-GL-MELT-007976,2021-08-31,2021,August,Changme Khangpu Glacier,Tista Basin,Sikkim,4775,5.1,-0.2,859.0,0.3,6.2,7.1,27.1,-1.16,364.2,29.3,High Risk
HIM-GL-MELT-007977,2026-07-21,2026,July,Zemu Glacier,Kanchenjunga Massif,Sikkim,4705,3.5,0.0,736.5,0.47,1.1,5.13,37.0,-1.71,422.0,19.8,High Risk
HIM-GL-MELT-007978,2021-08-17,2021,August,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,5195,3.3,-0.5,600.8,0.28,18.6,1.41,26.2,-1.22,129.2,7.5,Low Risk / Monitored
HIM-GL-MELT-007979,2021-05-07,2021,May,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5197,-2.0,-0.7,688.1,0.4,2.5,1.45,19.3,-1.06,108.6,8.0,Low Risk / Monitored
HIM-GL-MELT-007980,2025-08-07,2025,August,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,3790,11.1,0.0,746.1,0.27,7.8,9.61,30.5,-1.24,864.7,42.5,Very High (Critical Alert)
HIM-GL-MELT-007981,2018-05-31,2018,May,Rathong Glacier,West Sikkim,Sikkim,4850,4.9,-0.3,673.1,0.36,7.9,5.2,24.9,-1.05,268.0,22.0,High Risk
HIM-GL-MELT-007982,2020-08-09,2020,August,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4409,9.3,0.0,696.1,0.36,4.8,9.94,17.4,-0.87,459.0,40.6,High Risk
HIM-GL-MELT-007983,2023-06-25,2023,June,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,3988,8.6,0.0,649.0,0.15,36.0,1.86,30.8,-1.47,383.1,10.8,Low Risk / Monitored
HIM-GL-MELT-007984,2019-08-07,2019,August,Machoi Glacier,Great Himalaya,Jammu & Kashmir,3787,12.2,0.0,824.0,0.29,7.0,11.06,17.6,-0.94,117.3,42.5,Moderate Risk
HIM-GL-MELT-007985,2026-05-05,2026,May,Pindari Glacier,Kumaon Himalaya,Uttarakhand,3943,7.1,0.0,749.8,0.37,6.5,7.57,33.2,-1.51,166.9,29.0,Moderate Risk
HIM-GL-MELT-007986,2022-05-30,2022,May,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4524,3.3,-0.7,642.3,0.4,4.7,4.85,32.1,-1.46,772.6,24.9,High Risk
HIM-GL-MELT-007987,2023-05-22,2023,May,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3789,7.7,0.0,664.0,0.37,1.9,8.81,26.5,-1.13,164.1,34.2,Moderate Risk
HIM-GL-MELT-007988,2019-09-22,2019,September,Changme Khangpu Glacier,Tista Basin,Sikkim,4866,2.6,0.0,624.0,0.37,2.8,5.07,25.7,-0.94,339.6,22.4,High Risk
HIM-GL-MELT-007989,2021-09-15,2021,September,Drang-Drung Glacier,Zanskar Range,Ladakh,4760,1.4,-1.0,744.2,0.36,2.8,5.05,16.2,-0.52,166.5,21.0,Moderate Risk
